task,regime,split,seed,episode,force_burden,memory_challenge,contact_change,force_limit_margin,true_force_risk,observation_delay,sensor_dropout,oracle_success_estimate
valve_turning_with_backlash,latch_preload,delayed_force_observation,2,3,0.785628,0.839570,0.480311,0.480266,0.526500,0.640418,0.123395,0.827550
valve_turning_with_backlash,latch_preload,delayed_force_observation,2,4,0.768179,0.859132,0.507034,0.518452,0.475290,0.637692,0.086876,0.828946
valve_turning_with_backlash,latch_preload,delayed_force_observation,2,5,0.759960,0.859358,0.497494,0.468392,0.478273,0.633399,0.117055,0.829603
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,0,0.770000,0.916824,0.489324,0.475978,0.501352,0.648391,0.109499,0.828800
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,1,0.826991,0.833954,0.478152,0.444453,0.531335,0.644509,0.077055,0.824241
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,2,0.746823,0.865892,0.469044,0.507032,0.512509,0.636851,0.098214,0.830654
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,3,0.740023,0.859658,0.522371,0.480134,0.517206,0.629618,0.076534,0.831198
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,4,0.757422,0.832803,0.486709,0.517574,0.535190,0.633768,0.101362,0.829806
valve_turning_with_backlash,latch_preload,delayed_force_observation,3,5,0.750151,0.888389,0.475574,0.472908,0.536980,0.635328,0.083935,0.830388
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,0,0.778205,0.877681,0.506907,0.473476,0.545345,0.643503,0.089811,0.828144
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,1,0.757706,0.837812,0.505129,0.457753,0.535897,0.639632,0.104690,0.829783
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,2,0.754552,0.829814,0.494636,0.517131,0.494147,0.638007,0.120320,0.830036
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,3,0.776591,0.878887,0.479936,0.436465,0.566716,0.656966,0.080358,0.828273
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,4,0.790965,0.856659,0.468036,0.484752,0.534687,0.624606,0.081684,0.827123
valve_turning_with_backlash,latch_preload,delayed_force_observation,4,5,0.759766,0.920673,0.461828,0.510823,0.526124,0.636587,0.092330,0.829619
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,0,0.775608,0.851808,0.480602,0.494754,0.535626,0.650444,0.081651,0.828351
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,1,0.758543,0.847437,0.521623,0.475514,0.520113,0.632861,0.094599,0.829717
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,2,0.762621,0.851386,0.497728,0.493303,0.514498,0.641581,0.109245,0.829390
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,3,0.797084,0.856644,0.522705,0.483390,0.516807,0.629977,0.091736,0.826633
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,4,0.796528,0.851791,0.475636,0.476744,0.555522,0.644876,0.087001,0.826678
valve_turning_with_backlash,latch_preload,delayed_force_observation,5,5,0.781750,0.859499,0.475082,0.481023,0.533828,0.648846,0.090133,0.827860
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,0,0.778717,0.849702,0.464671,0.496522,0.482734,0.653579,0.083051,0.828103
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,1,0.720860,0.863898,0.452415,0.519167,0.486335,0.653578,0.121313,0.832731
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,2,0.815953,0.868718,0.477338,0.493549,0.573207,0.647640,0.125764,0.825124
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,3,0.717874,0.832348,0.434667,0.490939,0.496492,0.636469,0.120095,0.832970
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,4,0.784596,0.821244,0.460899,0.492581,0.512411,0.631811,0.109741,0.827632
valve_turning_with_backlash,latch_preload,delayed_force_observation,6,5,0.809522,0.884862,0.526589,0.452947,0.559924,0.648305,0.086205,0.825638
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,0,0.766921,0.846558,0.470122,0.449879,0.532207,0.642010,0.079731,0.829046
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,1,0.768092,0.837709,0.476798,0.497694,0.491382,0.630583,0.111175,0.828953
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,2,0.789239,0.889334,0.539840,0.493516,0.532404,0.640773,0.091163,0.827261
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,3,0.764212,0.852563,0.540155,0.510313,0.507673,0.651548,0.122967,0.829263
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,4,0.800327,0.831535,0.518412,0.496192,0.497447,0.643869,0.087793,0.826374
valve_turning_with_backlash,latch_preload,delayed_force_observation,7,5,0.781072,0.847785,0.445226,0.465763,0.524303,0.628611,0.113170,0.827914
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,0,0.723878,0.851014,0.478281,0.483836,0.510635,0.631247,0.073058,0.832490
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,1,0.750573,0.870250,0.510250,0.488496,0.513096,0.633717,0.112849,0.830354
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,2,0.781493,0.880831,0.538859,0.484022,0.518711,0.661598,0.089196,0.827881
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,3,0.732601,0.823919,0.449954,0.499765,0.461534,0.646805,0.087760,0.831792
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,4,0.758409,0.860019,0.506746,0.500108,0.568941,0.629745,0.079265,0.829727
valve_turning_with_backlash,latch_preload,delayed_force_observation,8,5,0.772861,0.869315,0.472490,0.477378,0.541734,0.641804,0.089598,0.828571
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,0,0.763957,0.840808,0.496614,0.494365,0.538260,0.641464,0.119698,0.829283
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,1,0.823360,0.881744,0.483780,0.502268,0.555666,0.633394,0.077467,0.824531
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,2,0.775458,0.867866,0.439073,0.483419,0.532693,0.655390,0.095514,0.828363
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,3,0.822267,0.921427,0.479367,0.455101,0.533932,0.648054,0.121658,0.824619
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,4,0.761749,0.793129,0.543942,0.487728,0.460310,0.656757,0.084849,0.829460
valve_turning_with_backlash,latch_preload,delayed_force_observation,9,5,0.754911,0.865924,0.501714,0.499131,0.521480,0.632378,0.095937,0.830007
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,0,0.757287,0.791199,0.575540,0.474948,0.505166,0.207469,0.358119,0.825817
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,1,0.747693,0.840488,0.537749,0.454960,0.534640,0.217130,0.346855,0.826585
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,2,0.731645,0.790128,0.528677,0.458770,0.472051,0.218883,0.312986,0.827868
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,3,0.739873,0.850456,0.520951,0.467542,0.500824,0.201931,0.337724,0.827210
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,4,0.730090,0.834967,0.514830,0.430680,0.474554,0.210307,0.341810,0.827993
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,0,5,0.740685,0.820231,0.539760,0.449909,0.509825,0.205880,0.342139,0.827145
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,0,0.721118,0.791272,0.531702,0.463902,0.499190,0.210155,0.352073,0.828711
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,1,0.719960,0.763328,0.578241,0.423793,0.488361,0.187942,0.338937,0.828803
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,2,0.715293,0.792484,0.482758,0.458064,0.479385,0.208360,0.378132,0.829177
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,3,0.713649,0.772409,0.529166,0.454696,0.477769,0.203684,0.364269,0.829308
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,4,0.780575,0.831867,0.552906,0.484433,0.503633,0.209173,0.333508,0.823954
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,1,5,0.725283,0.775201,0.521334,0.449024,0.511685,0.206162,0.330507,0.828377
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,0,0.749944,0.830709,0.553609,0.498756,0.424850,0.201661,0.339837,0.826404
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,1,0.719440,0.788537,0.536843,0.466666,0.488538,0.210547,0.339313,0.828845
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,2,0.739861,0.755154,0.528304,0.481982,0.526040,0.209418,0.369320,0.827211
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,3,0.731230,0.848514,0.544112,0.510003,0.545681,0.219111,0.370852,0.827902
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,4,0.748550,0.807310,0.584582,0.435506,0.493002,0.207001,0.326124,0.826516
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,2,5,0.736049,0.778344,0.510908,0.485701,0.465670,0.210558,0.340657,0.827516
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,0,0.767440,0.798416,0.519866,0.501690,0.517932,0.212079,0.333089,0.825005
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,1,0.785258,0.779649,0.546433,0.441528,0.484904,0.200727,0.348924,0.823579
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,2,0.752903,0.756336,0.498265,0.485197,0.475760,0.219005,0.332917,0.826168
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,3,0.769131,0.801005,0.524649,0.435751,0.483470,0.200669,0.348435,0.824870
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,4,0.734543,0.804026,0.573576,0.436048,0.476954,0.210224,0.334806,0.827637
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,3,5,0.707751,0.841823,0.542498,0.461327,0.492138,0.207632,0.336807,0.829780
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,0,0.718561,0.768154,0.502678,0.427393,0.515653,0.216563,0.327211,0.828915
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,1,0.770691,0.786231,0.576743,0.469037,0.501421,0.211514,0.353230,0.824745
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,2,0.694126,0.793837,0.522980,0.499539,0.450135,0.212847,0.326529,0.830870
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,3,0.700952,0.801714,0.520897,0.481174,0.499827,0.226844,0.329564,0.830324
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,4,0.765202,0.772051,0.546938,0.486231,0.466615,0.195132,0.346476,0.825184
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,4,5,0.727159,0.766942,0.528255,0.495237,0.480329,0.221445,0.362786,0.828227
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,0,0.733498,0.772844,0.541783,0.481747,0.457037,0.210459,0.325310,0.827720
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,1,0.702496,0.769582,0.568552,0.498523,0.495845,0.207792,0.314021,0.830200
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,2,0.711935,0.764834,0.519919,0.441582,0.499224,0.206172,0.345072,0.829445
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,3,0.689053,0.815829,0.551651,0.458750,0.493419,0.208192,0.340117,0.831276
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,4,0.737439,0.793925,0.521667,0.462444,0.537254,0.232998,0.325250,0.827405
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,5,5,0.733410,0.834014,0.510592,0.487065,0.519586,0.207939,0.360203,0.827727
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,0,0.750393,0.801905,0.516983,0.458748,0.479713,0.197033,0.327485,0.826369
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,1,0.741257,0.755912,0.527319,0.498221,0.492527,0.223191,0.311340,0.827099
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,2,0.713054,0.828330,0.541006,0.466826,0.479322,0.199188,0.345400,0.829356
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,3,0.738656,0.789971,0.524664,0.490921,0.535183,0.199775,0.382633,0.827308
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,4,0.748753,0.788298,0.519844,0.491414,0.500246,0.207907,0.347389,0.826500
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,6,5,0.755305,0.821369,0.489986,0.479617,0.477544,0.220604,0.342197,0.825976
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,0,0.753398,0.789416,0.536425,0.436477,0.516025,0.202730,0.367298,0.826128
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,1,0.711855,0.809163,0.523786,0.478440,0.493590,0.215773,0.328729,0.829452
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,2,0.717043,0.783130,0.522159,0.473897,0.469124,0.210518,0.332317,0.829037
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,3,0.710816,0.844420,0.517386,0.492789,0.463879,0.218793,0.345186,0.829535
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,4,0.740241,0.805435,0.532332,0.517100,0.495351,0.222254,0.342779,0.827181
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,7,5,0.701004,0.806013,0.543237,0.458584,0.494918,0.211083,0.315317,0.830320
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,0,0.711958,0.803152,0.494214,0.471897,0.505395,0.226110,0.320512,0.829443
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,1,0.763672,0.787022,0.528089,0.452567,0.512769,0.219922,0.346757,0.825306
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,2,0.762834,0.765835,0.510555,0.475714,0.515900,0.219937,0.347862,0.825373
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,3,0.725121,0.824311,0.562157,0.449802,0.541907,0.210245,0.331971,0.828390
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,4,0.726745,0.793116,0.522095,0.472341,0.522527,0.215924,0.325624,0.828260
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,8,5,0.736646,0.826649,0.536926,0.445415,0.509073,0.207836,0.333796,0.827468
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,0,0.710317,0.810439,0.567494,0.450601,0.463639,0.204395,0.342153,0.829575
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,1,0.744321,0.803482,0.555451,0.461861,0.487671,0.218018,0.338295,0.826854
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,2,0.766709,0.782707,0.510566,0.440288,0.497287,0.201953,0.352234,0.825063
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,3,0.743738,0.794563,0.542523,0.480916,0.482966,0.222922,0.348022,0.826901
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,4,0.751495,0.787470,0.475026,0.497985,0.517214,0.217470,0.354835,0.826280
valve_turning_with_backlash,latch_preload,sensor_dropout_contact_shift,9,5,0.706444,0.819462,0.523472,0.496170,0.497123,0.225597,0.351679,0.829884
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,0,0.764904,0.743512,0.632031,0.427565,0.461691,0.212538,0.147995,0.819608
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,1,0.772568,0.784754,0.638997,0.423943,0.464540,0.227949,0.131643,0.818995
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,2,0.775097,0.802523,0.616836,0.448611,0.476698,0.219303,0.123855,0.818792
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,3,0.755681,0.844592,0.588067,0.432117,0.425366,0.214817,0.134864,0.820346
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,4,0.756544,0.797508,0.623819,0.433039,0.420849,0.216629,0.146025,0.820276
valve_turning_with_backlash,latch_preload,memory_reset_trap,0,5,0.761216,0.749497,0.580283,0.444011,0.460028,0.212320,0.118451,0.819903
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,0,0.756815,0.749227,0.614296,0.462887,0.441409,0.198707,0.107755,0.820255
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,1,0.734134,0.780416,0.630732,0.444225,0.480695,0.231509,0.127528,0.822069
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,2,0.787120,0.792336,0.612352,0.442965,0.476015,0.215506,0.140851,0.817830
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,3,0.747846,0.772580,0.588925,0.437277,0.462818,0.218309,0.134957,0.820972
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,4,0.769268,0.789654,0.629437,0.449917,0.455183,0.204608,0.119583,0.819259
valve_turning_with_backlash,latch_preload,memory_reset_trap,1,5,0.726919,0.785292,0.606090,0.447668,0.471879,0.212270,0.102527,0.822646
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,0,0.777471,0.756695,0.637795,0.435100,0.466972,0.214924,0.125980,0.818602
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,1,0.731114,0.788173,0.616794,0.456101,0.407553,0.232440,0.096299,0.822311
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,2,0.794736,0.776872,0.620182,0.445515,0.504532,0.209258,0.097504,0.817221
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,3,0.721641,0.752323,0.581562,0.451237,0.457264,0.209555,0.115664,0.823069
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,4,0.792888,0.796589,0.658763,0.459725,0.500624,0.215535,0.121513,0.817369
valve_turning_with_backlash,latch_preload,memory_reset_trap,2,5,0.739457,0.763992,0.613996,0.441216,0.440143,0.230663,0.105385,0.821643
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,0,0.745310,0.776965,0.585970,0.462462,0.464028,0.212117,0.119709,0.821175
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,1,0.731831,0.784354,0.580593,0.441229,0.462997,0.213866,0.112078,0.822253
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,2,0.711197,0.752994,0.574543,0.418167,0.416785,0.225271,0.139308,0.823904
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,3,0.759513,0.808165,0.620604,0.402103,0.497815,0.214489,0.159934,0.820039
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,4,0.751849,0.754558,0.650113,0.431216,0.457239,0.204446,0.141864,0.820652
valve_turning_with_backlash,latch_preload,memory_reset_trap,3,5,0.805905,0.743305,0.625205,0.438463,0.450160,0.221150,0.104812,0.816328
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,0,0.786832,0.814616,0.617430,0.443585,0.478714,0.224822,0.086977,0.817853
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,1,0.789180,0.770327,0.592813,0.409955,0.485476,0.220262,0.121710,0.817666
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,2,0.730311,0.770190,0.622528,0.459114,0.404708,0.220544,0.115529,0.822375
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,3,0.773554,0.780099,0.635355,0.439719,0.459288,0.216950,0.100324,0.818916
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,4,0.749498,0.774744,0.594049,0.390676,0.518611,0.223751,0.128210,0.820840
valve_turning_with_backlash,latch_preload,memory_reset_trap,4,5,0.788036,0.749495,0.617912,0.444065,0.454688,0.217684,0.113165,0.817757
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,0,0.767015,0.789440,0.611159,0.407720,0.475200,0.202668,0.104987,0.819439
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,1,0.769257,0.782759,0.613043,0.431883,0.439352,0.212525,0.138502,0.819259
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,2,0.831334,0.806811,0.621230,0.416896,0.572738,0.213398,0.138463,0.814293
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,3,0.772516,0.800865,0.627595,0.427187,0.502961,0.224010,0.151584,0.818999
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,4,0.747477,0.783280,0.622054,0.462847,0.447849,0.217197,0.096514,0.821002
valve_turning_with_backlash,latch_preload,memory_reset_trap,5,5,0.796070,0.795723,0.616111,0.449541,0.482356,0.221995,0.110455,0.817114
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,0,0.758306,0.751051,0.633863,0.447607,0.451322,0.210042,0.103148,0.820136
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,1,0.791518,0.790199,0.658705,0.443540,0.457704,0.226518,0.120758,0.817479
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,2,0.759873,0.747208,0.618824,0.423664,0.441164,0.204784,0.135654,0.820010
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,3,0.734611,0.829207,0.614635,0.443758,0.458292,0.217589,0.125423,0.822031
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,4,0.772695,0.798595,0.644489,0.440220,0.474140,0.225177,0.107952,0.818984
valve_turning_with_backlash,latch_preload,memory_reset_trap,6,5,0.730327,0.759774,0.633233,0.431454,0.465451,0.225453,0.139762,0.822374
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,0,0.728242,0.764872,0.625255,0.414722,0.472869,0.234895,0.143138,0.822541
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,1,0.747958,0.734692,0.615630,0.435098,0.466803,0.235943,0.131838,0.820963
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,2,0.759678,0.737482,0.579744,0.434526,0.426682,0.221814,0.099285,0.820026
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,3,0.796910,0.759771,0.639226,0.410445,0.436683,0.243807,0.126734,0.817047
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,4,0.802814,0.766165,0.628476,0.445733,0.451101,0.225065,0.114336,0.816575
valve_turning_with_backlash,latch_preload,memory_reset_trap,7,5,0.814186,0.807914,0.644770,0.430728,0.471284,0.229698,0.125815,0.815665
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,0,0.786785,0.763829,0.643421,0.430236,0.458175,0.200594,0.138480,0.817857
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,1,0.772527,0.768946,0.616271,0.435883,0.458063,0.208939,0.129019,0.818998
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,2,0.772581,0.764532,0.666731,0.435446,0.474753,0.210503,0.121536,0.818994
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,3,0.764392,0.747590,0.666530,0.438538,0.455415,0.232684,0.094143,0.819649
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,4,0.773531,0.731780,0.636065,0.441780,0.449643,0.220799,0.136494,0.818918
valve_turning_with_backlash,latch_preload,memory_reset_trap,8,5,0.772091,0.813095,0.588331,0.460194,0.498173,0.212774,0.123665,0.819033
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,0,0.787273,0.774146,0.589380,0.431683,0.504257,0.219985,0.090172,0.817818
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,1,0.790548,0.754676,0.617816,0.453292,0.494114,0.233452,0.120431,0.817556
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,2,0.769951,0.766837,0.691678,0.431256,0.436669,0.215006,0.113849,0.819204
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,3,0.810144,0.729732,0.659327,0.438890,0.477472,0.222373,0.148270,0.815988
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,4,0.755783,0.790835,0.610530,0.445394,0.502230,0.221926,0.133006,0.820337
valve_turning_with_backlash,latch_preload,memory_reset_trap,9,5,0.737797,0.789741,0.632871,0.427116,0.457135,0.226579,0.110260,0.821776
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,0,0.842935,0.902993,0.559306,0.331496,0.613861,0.568827,0.220826,0.800565
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,1,0.869991,0.873899,0.525367,0.322659,0.580909,0.552832,0.219958,0.798401
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,2,0.914910,0.897678,0.571492,0.352694,0.627911,0.561256,0.230896,0.794807
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,3,0.826370,0.872819,0.592075,0.355760,0.560625,0.549558,0.240350,0.801890
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,4,0.882795,0.904535,0.580595,0.298313,0.577085,0.552262,0.219522,0.797376
valve_turning_with_backlash,latch_preload,combined_contact_stress,0,5,0.865745,0.963536,0.625079,0.348637,0.658985,0.561102,0.226956,0.798740
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,0,0.900318,0.922732,0.641594,0.331217,0.619797,0.575863,0.219641,0.795975
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,1,0.870521,0.890550,0.563975,0.331184,0.594960,0.568675,0.224945,0.798358
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,2,0.832287,0.909058,0.580616,0.350460,0.555803,0.553317,0.238346,0.801417
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,3,0.883160,0.873995,0.606103,0.343474,0.550839,0.552373,0.202344,0.797347
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,4,0.908592,0.876532,0.577100,0.352385,0.625547,0.564058,0.218507,0.795313
valve_turning_with_backlash,latch_preload,combined_contact_stress,1,5,0.877100,0.886510,0.571314,0.337375,0.638100,0.556972,0.231877,0.797832
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,0,0.907643,0.881047,0.599871,0.315954,0.629233,0.550379,0.222452,0.795389
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,1,0.865652,0.852995,0.556906,0.356584,0.591649,0.566812,0.230801,0.798748
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,2,0.905381,0.864072,0.559415,0.335828,0.604683,0.569800,0.184346,0.795570
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,3,0.895892,0.881631,0.657067,0.361179,0.591441,0.550591,0.219714,0.796329
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,4,0.909762,0.908424,0.604330,0.359553,0.574679,0.558341,0.220240,0.795219
valve_turning_with_backlash,latch_preload,combined_contact_stress,2,5,0.897828,0.829679,0.558548,0.356390,0.603183,0.564920,0.204202,0.796174
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,0,0.890753,0.860909,0.568598,0.325586,0.579770,0.560589,0.226864,0.796740
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,1,0.906191,0.873493,0.572789,0.371004,0.612937,0.560009,0.216626,0.795505
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,2,0.873010,0.864291,0.595030,0.336020,0.609000,0.552380,0.223810,0.798159
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,3,0.843038,0.877129,0.588539,0.346657,0.590513,0.570703,0.223848,0.800557
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,4,0.900586,0.860170,0.554471,0.334988,0.603285,0.556056,0.230016,0.795953
valve_turning_with_backlash,latch_preload,combined_contact_stress,3,5,0.900600,0.840478,0.582532,0.343231,0.626961,0.569105,0.216846,0.795952
valve_turning_with_backlash,latch_preload,combined_contact_stress,4,0,0.901465,0.892090,0.605078,0.291976,0.647703,0.542378,0.235057,0.795883
valve_turning_with_backlash,latch_preload,combined_contact_stress,4,1,0.908032,0.886492,0.596147,0.302685,0.599772,0.543409,0.237931,0.795357
